,item_id,name,category,price,old_price,sellable_online,short_description,depth,height,width
260,99303461,IVAR,Bookcases & shelving units,1385,"SR 1,390",TRUE,"        Shelv unit w table/cabinets/drawers,          175x30-104x179 cm",,179,175
261,70261131,GERSBY,Bookcases & shelving units,95,No old price,TRUE,"        Bookcase,          60x180 cm",24,180,60
262,20275814,KALLAX,Bookcases & shelving units,115,No old price,TRUE,"        Shelving unit,          77x77 cm",39,77,77
263,60282186,LACK,Bookcases & shelving units,199,No old price,TRUE,"        Wall shelf unit,          30x190 cm",28,190,30
264,278578,HYLLIS,Bookcases & shelving units,59,No old price,TRUE,"        Shelving unit,          60x27x140 cm",27,140,60
265,80275887,KALLAX,Bookcases & shelving units,250,No old price,TRUE,"        Shelving unit,          77x147 cm",39,147,77
266,50419972,JONAXEL,Bookcases & shelving units,175,No old price,TRUE,"        Shelving unit,          80x38x160 cm",38,160,80
267,30428326,HYLLIS,Bookcases & shelving units,39,No old price,TRUE,"        Shelving unit,          60x27x74 cm",27,74,60
268,90282180,LACK,Bookcases & shelving units,39,No old price,TRUE,"        Wall shelf,          110x26 cm",26,,
269,40178591,LAIVA,Bookcases & shelving units,85,No old price,TRUE,"        Bookcase,          62x165 cm",24,165,62
270,40322876,SVALNÄS,Bookcases & shelving units,270,No old price,TRUE,"        Desk space with 2 drawers,          81x35 cm",35,,81
271,20346072,KALLAX,Bookcases & shelving units,30,SR 50,TRUE,        Shelf insert,12,35,33
272,90305803,VITTSJÖ,Bookcases & shelving units,245,No old price,TRUE,"        Shelving unit,          100x93 cm",36,93,100
273,263850,BILLY,Bookcases & shelving units,185,No old price,TRUE,"        Bookcase,          80x28x202 cm",28,202,80
274,50263838,BILLY,Bookcases & shelving units,145,No old price,TRUE,"        Bookcase,          40x28x202 cm",28,202,40
275,30419973,JONAXEL,Bookcases & shelving units,75,No old price,TRUE,"        Shelving unit,          25x51x70 cm",51,70,25
276,39318031,HYLLIS,Bookcases & shelving units,137,No old price,TRUE,"        Shelving unit in/outdoor,          180x27x74-140 cm",27,,180
277,19222299,KALLAX,Bookcases & shelving units,450,No old price,TRUE,"        Desk combination,          77x147x159 cm",159,147,77
278,30318163,IVAR,Bookcases & shelving units,35,No old price,TRUE,"        Shelf,          83x30 cm",30,,83
279,275848,KALLAX,Bookcases & shelving units,195,No old price,TRUE,"        Shelving unit,          42x147 cm",39,147,42
280,50214678,VITTSJÖ,Bookcases & shelving units,225,No old price,TRUE,"        Shelving unit,          51x175 cm",36,175,51
281,39031411,HEJNE,Bookcases & shelving units,165,No old price,TRUE,"        1 section,          78x31x171 cm",31,171,78
282,40415465,LOMMARP,Bookcases & shelving units,476,SR 595,TRUE,"        Bookcase,          65x199 cm",34,199,65
283,40033763,IVAR,Bookcases & shelving units,295,No old price,TRUE,"        Cabinet,          80x30x83 cm",30,83,80
284,50339292,FJÄLLBO,Bookcases & shelving units,495,No old price,TRUE,"        Shelving unit,          100x95 cm",36,95,100
285,20312492,OBSERVATÖR,Bookcases & shelving units,15,No old price,TRUE,        Clip-on basket,,18,30
286,59278307,KALLAX,Bookcases & shelving units,500,No old price,TRUE,"        Shelving unit with 4 inserts,          77x147 cm",39,147,77
287,80263832,BILLY,Bookcases & shelving units,95,No old price,TRUE,"        Bookcase,          40x28x106 cm",28,106,40
288,19189030,EKET,Bookcases & shelving units,656,No old price,TRUE,"        Wall-mounted cabinet combination,          80x35x210 cm",35,210,80
289,69155853,BILLY,Bookcases & shelving units,1510,No old price,TRUE,"        Bookcase,          215/135x28x237 cm",28,237,280
290,50282182,LACK,Bookcases & shelving units,99,No old price,TRUE,"        Wall shelf,          190x26 cm",26,,
291,30334605,EKET,Bookcases & shelving units,220,SR 275,TRUE,"        Cabinet w 2 doors and 2 shelves,          70x25x70 cm",25,70,70
292,40277143,GNEDBY,Bookcases & shelving units,125,No old price,TRUE,"        Shelving unit,          202 cm",17,202,20
293,50279066,LIATORP,Bookcases & shelving units,450,No old price,TRUE,"        Panel/glass door,          44x198 cm",,198,44
294,80295526,BESTÅ,Bookcases & shelving units,25,No old price,TRUE,"        Shelf,          56x16 cm",16,,56
295,50282177,LACK,Bookcases & shelving units,19,No old price,TRUE,"        Wall shelf,          30x26 cm",26,5,
296,319135,IVAR,Bookcases & shelving units,570,No old price,TRUE,"        Storage unit with foldable table,          80x30-104x155 cm",30,155,80
297,79286434,EKET,Bookcases & shelving units,620,No old price,TRUE,"        Cabinet combination with legs,          140x35x80 cm",35,80,140
298,69281804,BILLY / OXBERG,Bookcases & shelving units,915,No old price,TRUE,"        Bookcase with glass-doors,          120x30x202 cm",30,202,120
299,287808,HEJNE,Bookcases & shelving units,45,No old price,TRUE,"        Shelf,          77x28 cm 2 pack",28,,77
300,10261129,FINNBY,Bookcases & shelving units,149,No old price,TRUE,"        Bookcase,          60x180 cm",24,180,60
301,20213312,VITTSJÖ,Bookcases & shelving units,395,No old price,TRUE,"        Shelving unit,          100x175 cm",36,175,100
302,29281066,BILLY / OXBERG,Bookcases & shelving units,385,No old price,TRUE,"        Bookcase with doors,          80x30x202 cm",30,202,80
303,30381593,IVAR,Bookcases & shelving units,345,No old price,TRUE,"        Cabinet with doors,          80x83 cm",30,83,80
304,90344456,VILTO,Bookcases & shelving units,275,No old price,TRUE,"        Shelving unit,          46x150 cm",26,150,46
305,30263844,BILLY,Bookcases & shelving units,115,No old price,TRUE,"        Bookcase,          80x28x106 cm",28,106,80
306,70301542,KALLAX,Bookcases & shelving units,725,No old price,TRUE,"        Shelving unit,          182x182 cm",39,182,182
307,322859,SVALNÄS,Bookcases & shelving units,90,No old price,TRUE,"        Shelf,          61x25 cm",25,,61
308,69017828,BILLY / OXBERG,Bookcases & shelving units,575,No old price,TRUE,"        Bookcase,          80x30x202 cm",30,202,80
309,19286390,EKET,Bookcases & shelving units,400,No old price,TRUE,"        Wall-mounted storage combination,          70x25x175 cm",25,175,70
310,9305087,JONAXEL,Bookcases & shelving units,135,No old price,TRUE,"        Frame/wire baskets/top shelf,          25x51x70 cm",51,70,25
311,79902657,VITTSJÖ,Bookcases & shelving units,554,No old price,TRUE,"        Shelving unit with laptop table,          200x36x175 cm",36,,200
312,79302721,BESTÅ,Bookcases & shelving units,920,No old price,TRUE,"        Storage combination with doors,          120x42x74 cm",42,74,120
313,70342199,FJÄLLBO,Bookcases & shelving units,295,No old price,TRUE,"        Shelving unit,          51x136 cm",36,136,51
314,70364290,OLAUS,Bookcases & shelving units,19,No old price,TRUE,        Clip-on basket,,15,13
315,60413502,HEMNES,Bookcases & shelving units,796,SR 995,TRUE,"        Bookcase,          90x197 cm",37,197,90
316,39287398,BILLY / OXBERG,Bookcases & shelving units,340,No old price,TRUE,"        Bookcase with glass door,          40x30x202 cm",30,202,40
317,39278290,KALLAX,Bookcases & shelving units,345,No old price,TRUE,"        Shelving unit with 2 inserts,          42x147 cm",39,147,42
318,99291745,HYLLIS,Bookcases & shelving units,84,No old price,TRUE,"        Shelving unit with cover,          60x27x140 cm",27,140,60
319,49280042,BILLY / OXBERG,Bookcases & shelving units,315,No old price,TRUE,"        Bookcase with doors,          80x30x106 cm",30,106,80
320,90301555,KALLAX,Bookcases & shelving units,115,No old price,TRUE,"        Shelving unit,          77x42 cm",39,42,77
321,70302283,BRUSALI,Bookcases & shelving units,237,SR 395,TRUE,"        Bookcase,          67x190 cm",33,190,67
322,9197436,KALLAX,Bookcases & shelving units,450,No old price,TRUE,"        Shelving unit with doors,          77x147 cm",39,147,77
323,99286838,BESTÅ / EKET,Bookcases & shelving units,1719,No old price,TRUE,"        Cabinet combination for TV,          210x40x220 cm",40,220,210
324,20417205,STUK,Bookcases & shelving units,35,No old price,TRUE,"        Storage case,          55x51x18 cm",51,18,55
325,60419962,JONAXEL,Bookcases & shelving units,15,No old price,TRUE,"        Wire basket,          25x51x15 cm",51,15,25
326,295554,BESTÅ,Bookcases & shelving units,25,No old price,TRUE,"        Shelf,          56x36 cm",36,,56
327,20409936,KALLAX,Bookcases & shelving units,395,No old price,TRUE,"        Shelving unit,          112x147 cm",39,147,112
328,90301225,BRIMNES,Bookcases & shelving units,445,No old price,TRUE,"        Bookcase,          60x190 cm",35,190,60
329,20323358,BILLY,Bookcases & shelving units,50,No old price,TRUE,"        Extra shelf,          76x26 cm",26,,76
330,60364295,OLAUS,Bookcases & shelving units,145,No old price,TRUE,"        Shelving unit,          92x36x94 cm",36,94,92
331,90394470,BOTTNA,Bookcases & shelving units,15,No old price,TRUE,        Book-end,,15,13
332,9017826,BILLY,Bookcases & shelving units,345,No old price,TRUE,"        Bookcase,          240x28x106 cm",28,106,240
333,69251345,IVAR,Bookcases & shelving units,420,No old price,TRUE,"        Shelving unit,          89x50x179 cm",50,179,89
334,79306875,EKET,Bookcases & shelving units,250,No old price,TRUE,"        Cabinet combination with feet,          70x35x72 cm",35,72,70
335,40218554,ALGOT,Bookcases & shelving units,15.6,SR 26,TRUE,"        Shelf,          40x38 cm",38,,40
336,30409295,KOLBJÖRN,Bookcases & shelving units,345,No old price,TRUE,"        Cabinet in/outdoor,          80x81 cm",35,81,80
337,60295706,MOSTORP,Bookcases & shelving units,417,SR 695,TRUE,"        Wall shelf,          160x27 cm",27,27,160
338,80385616,BILLY,Bookcases & shelving units,516,SR 645,TRUE,"        Bookcase with glass-doors,          80x30x202 cm",30,202,80
339,90311069,OBSERVATÖR,Bookcases & shelving units,15,No old price,TRUE,        Clip-on basket,,18,30
340,69281776,BILLY,Bookcases & shelving units,585,No old price,TRUE,"        Bookcase with panel/glass doors,          80x30x202 cm",30,202,80
341,70339291,FJÄLLBO,Bookcases & shelving units,495,No old price,TRUE,"        Shelving unit,          100x136 cm",36,136,100
342,20345633,KOLBJÖRN,Bookcases & shelving units,695,No old price,TRUE,"        Cabinet in/outdoor,          90x161 cm",35,161,90
343,89248205,IVAR,Bookcases & shelving units,440,No old price,TRUE,"        Cabinet with doors,          89x30x124 cm",30,124,89
344,99294560,VITTSJÖ,Bookcases & shelving units,695,No old price,TRUE,"        TV storage combination,          202x36x175 cm",36,175,202
345,29276531,ALGOT,Bookcases & shelving units,509,SR 649,TRUE,"        Wall upright/shelves/drying rack,          132x41x199 cm",41,199,132
346,40347886,EDVALLA,Bookcases & shelving units,25,No old price,TRUE,"        Drop handle,          18 mm",11,,33
347,79017837,BILLY,Bookcases & shelving units,370,No old price,TRUE,"        Bookcase,          160x28x202 cm",28,202,160
348,79305098,JONAXEL,Bookcases & shelving units,180,No old price,TRUE,"        Frame/wire baskets/top shelf,          50x51x70 cm",51,70,50
349,79278250,KALLAX,Bookcases & shelving units,595,No old price,TRUE,"        Shelving unit with 4 inserts,          147x112 cm",39,112,147
350,39903791,ALGOT,Bookcases & shelving units,196,SR 232,TRUE,"        Wall upright/shelves,          86x41x85 cm",41,85,86
351,89286382,EKET,Bookcases & shelving units,640,SR 750,TRUE,"        Wall-mounted cabinet combination,          175x25x70 cm",25,70,175
352,10275862,KALLAX,Bookcases & shelving units,495,No old price,TRUE,"        Shelving unit,          147x147 cm",39,147,147
353,69190861,EKET,Bookcases & shelving units,435,No old price,TRUE,"        Cabinet combination with feet,          105x35x107 cm",35,107,105
354,9189484,EKET,Bookcases & shelving units,978,No old price,TRUE,"        Wall-mounted cabinet combination,          105x35x70 cm",35,70,105
355,10218517,ALGOT,Bookcases & shelving units,18,SR 30,TRUE,"        Mesh basket,          38x60x14 cm",60,14,38
356,9279050,OLAUS,Bookcases & shelving units,772,SR 892,TRUE,"        2 shelf sections,          197x36x181 cm",36,181,197
357,79278269,KALLAX,Bookcases & shelving units,215,No old price,TRUE,"        Shelving unit with doors,          77x77 cm",39,77,77
358,99277122,BILLY / BOTTNA,Bookcases & shelving units,140,No old price,TRUE,"        Bookcase with display shelf,          40x28x106 cm",28,106,40
359,19046442,LIATORP,Bookcases & shelving units,4335,No old price,TRUE,"        Storage combination with doors,          276x214 cm",38,214,276
360,69285939,HYLLIS,Bookcases & shelving units,51,No old price,TRUE,"        Shelving unit with cover,          60x27x74 cm",27,74,60
361,59902658,VITTSJÖ,Bookcases & shelving units,620,No old price,TRUE,"        Storage combination,          151x36x175 cm",36,175,151
362,29286417,EKET,Bookcases & shelving units,265,No old price,TRUE,"        Cabinet combination with legs,          35x35x80 cm",35,80,35
363,40450350,KOLBJÖRN,Bookcases & shelving units,225,No old price,TRUE,"        Shelving unit in/outdoor,          80x81 cm",35,81,80
364,39285827,EKET,Bookcases & shelving units,80,No old price,TRUE,"        Wall-mounted shelving unit,          35x25x35 cm",25,35,35
365,89248314,IVAR,Bookcases & shelving units,275,No old price,TRUE,"        1 section/shelves,          89x30x179 cm",30,179,89
366,334536,EKET,Bookcases & shelving units,235,No old price,TRUE,"        Cabinet with 4 compartments,          70x35x70 cm",35,70,70
367,49189199,EKET,Bookcases & shelving units,347,No old price,TRUE,"        Cabinet combination with feet,          70x25x72 cm",25,72,70
368,9294526,VITTSJÖ,Bookcases & shelving units,490,No old price,TRUE,"        Storage combination,          200x36x93 cm",36,93,200
369,59206004,BESTÅ,Bookcases & shelving units,1235,No old price,TRUE,"        Storage combination with doors,          180x40x74 cm",40,74,180
370,99017445,KALLAX,Bookcases & shelving units,350,No old price,TRUE,"        Shelving unit with doors,          77x147 cm",39,147,77
371,40309573,STUK,Bookcases & shelving units,35,No old price,TRUE,"        Storage case,          55x51x18 cm",51,18,55
372,49046978,HEJNE,Bookcases & shelving units,705,No old price,TRUE,"        4 sections/shelves,          307x50x171 cm",50,171,307
373,10429992,JONAXEL,Bookcases & shelving units,55,No old price,TRUE,"        Frame,          25x51x70 cm",51,70,25
374,50236487,ALGOT,Bookcases & shelving units,6,SR 10,TRUE,"        Mounting rail,          66 cm",,,2
375,10279860,MORLIDEN,Bookcases & shelving units,200,No old price,TRUE,"        Glass door,          40x192 cm",,192,40
376,29299165,BESTÅ,Bookcases & shelving units,925,No old price,TRUE,"        TV bench with doors,          180x42x38 cm",42,38,180
377,116595,LIATORP,Bookcases & shelving units,995,No old price,TRUE,"        Bookcase,          96x214 cm",37,214,96
378,99300839,BESTÅ,Bookcases & shelving units,1620,No old price,TRUE,"        Storage combination w glass doors,          120x42x192 cm",42,192,120
379,50343147,BROR,Bookcases & shelving units,15,No old price,TRUE,"        Hook for post,          7x5x3 cm 2 pack",5,7,3
380,59182201,BILLY,Bookcases & shelving units,285,No old price,TRUE,"        Bookcase,          80x28x237 cm",28,237,80
381,79301788,BESTÅ,Bookcases & shelving units,1820,No old price,TRUE,"        Storage combination w doors/drawers,          120x42x240 cm",42,240,120
382,10428332,HYLLIS,Bookcases & shelving units,12,No old price,TRUE,"        Cover,          60x27x74 cm",,74,60
383,40322862,SVALNÄS,Bookcases & shelving units,80,No old price,TRUE,"        Shelf,          81x15 cm",15,,81
384,9287413,BILLY / OXBERG,Bookcases & shelving units,470,No old price,TRUE,"        Bookcase with panel/glass door,          40x30x202 cm",30,202,40
385,29287389,BILLY / OXBERG,Bookcases & shelving units,290,No old price,TRUE,"        Bookcase with door,          40x30x106 cm",30,106,40
386,49248311,IVAR,Bookcases & shelving units,310,No old price,TRUE,"        Shelving unit,          89x30x179 cm",30,179,89
387,49227605,ENETRI,Bookcases & shelving units,412,SR 490,TRUE,"        Shelving unit,          170x158 cm",33,158,170
388,89302971,BESTÅ,Bookcases & shelving units,2470,No old price,TRUE,"        TV storage combination,          240x42x230 cm",42,230,240
389,80336433,GUBBARP,Bookcases & shelving units,3,No old price,TRUE,"        Knob,          21 mm",27,,
390,50218563,ALGOT,Bookcases & shelving units,6,SR 10,TRUE,"        Rod for brackets,          60 cm",,,60
391,30429991,JONAXEL,Bookcases & shelving units,20,No old price,TRUE,"        Top shelf for frame,          25x51 cm",,,51
392,19306185,JONAXEL,Bookcases & shelving units,160,No old price,TRUE,"        Frame with mesh baskets/castors,          25x51x73 cm",51,73,25
393,69208026,BESTÅ,Bookcases & shelving units,1725,No old price,TRUE,"        Storage combination with doors,          180x42x112 cm",42,112,180
394,89017832,BILLY / OXBERG,Bookcases & shelving units,1150,No old price,TRUE,"        Bookcase,          160x30x202 cm",30,202,160
395,80349001,EKET,Bookcases & shelving units,45,No old price,TRUE,"        Underframe,          35x35x10 cm",34,10,34
396,69303504,IVAR,Bookcases & shelving units,625,No old price,TRUE,"        Shelving unit w cabinets/drawers,          89x30x124 cm",30,124,89
397,89287433,BILLY / OXBERG,Bookcases & shelving units,505,No old price,TRUE,"        Bookcase w hght ext ut/pnl/glss drs,          40x30x237 cm",30,237,40
398,9384051,HEMNES,Bookcases & shelving units,3986,"SR 4,185",TRUE,"        Storage combination w doors/drawers,          270x197 cm",37,197,270
399,89017827,BILLY,Bookcases & shelving units,795,No old price,TRUE,"        Bookcase,          200x28x237 cm",28,237,200
400,69325902,IVAR,Bookcases & shelving units,335,No old price,TRUE,"        1 section/shelves/drawers,          48x30x179 cm",30,179,48
401,29248557,IVAR,Bookcases & shelving units,1275,No old price,TRUE,"        2 sec/storage unit w foldable table,          175x30-104x179 cm",,179,175
402,70245952,BESTÅ,Bookcases & shelving units,170,No old price,TRUE,"        Frame,          120x40x38 cm",40,38,120
403,89317557,KOLBJÖRN,Bookcases & shelving units,570,No old price,TRUE,"        Shelving unit with cabinet,          80x37x161 cm",37,161,80
